Extraction result 夫人你马甲又掉了 64291 27.5 1767255 0.2914 0.0418 0.0017615031493541154
唐轻, 她, 12, 77, 346, 89, 101
郝队, 他, 39, 8, 342, 238, 185
导演, 他, 51, 21, 336, 0, 71
廖院士, 他, 58, 20, 325, 0, 234
瞿子箫, 他, 60, 15, 314, 290, 207
沐盈, 她, 12, 80, 311, 321, 266
林婉, 她, 9, 61, 298, 298, 233
九班, 她, 11, 22, 298, 0, 12
秦四爷, 他, 65, 8, 295, 27, 239
唐均, 他, 64, 6, 292, 238, 183
江院长, 他, 47, 8, 285, 0, 233
程饶瀚, 他, 66, 9, 284, 246, 222
沈编辑, 他, 62, 15, 280, 35, 96
徐老, 他, 33, 6, 279, 220, 197
施历铭, 他, 39, 10, 272, 273, 205
钱队, 他, 39, 3, 272, 3, 38
几个人, 他？, 13, 13, 269, 0, 11
陆知行, 他, 42, 7, 266, 24, 170
宋律庭, 他, 25, 14, 259, 277, 190
男人, 他, 37, 5, 254, 0, 24
高洋, 他, 46, 9, 244, 226, 206
左丘容, 她, 19, 57, 244, 63, 81
戴然, 他, 30, 8, 212, 213, 165
男生, 他, 10, 7, 205, 0, 12
沐管家, 他, 47, 8, 203, 0, 50
白天天, 她, 10, 45, 201, 37, 41
封楼诚, 他, 21, 9, 189, 78, 122
李爱蓉, 她, 8, 38, 181, 191, 175
中年男人, 他, 33, 9, 181, 0, 46
明海, 他, 46, 7, 181, 17, 60
林老爷子, 他, 30, 11, 180, 6, 145
魏子杭, 他, 26, 6, 176, 179, 155
秘书, 他, 23, 8, 174, 0, 34
何锦心, 她, 2, 23, 166, 174, 137
工作人员, 他, 16, 4, 166, 0, 24
徐管家, 他, 32, 9, 164, 19, 169
沐老爷子, 他, 39, 9, 163, 0, 152
程土, 他, 25, 1, 161, 132, 135
冷佩珊, 她, 2, 56, 160, 165, 156
吴妍, 她, 6, 32, 160, 176, 161
骆队, 他, 27, 4, 157, 1, 32
杨老先生, 他, 33, 4, 154, 0, 149
封辞, 他, 27, 8, 153, 0, 33
徐二叔, 他, 38, 10, 150, 1, 145
邢开, 他, 23, 6, 138, 92, 78
沐子凝, 她, 14, 33, 135, 0, 123
宋青青, 她, 8, 25, 135, 170, 116
教练, 他, 31, 2, 134, 0, 15
秦部长, 他, 31, 3, 133, 0, 144
汪老大, 他, 19, 3, 133, 99, 134
库克, 他, 30, 3, 133, 150, 96
助理, 他, 14, 6, 132, 0, 12
璟雯, 她, 8, 27, 131, 218, 124
俞弦, 他, 23, 5, 130, 116, 101
一人, 他, 8, 3, 126, 0, 14
阿文, 他, 26, 5, 126, 120, 100
杰瑞, 他, 20, 3, 125, 136, 115
江回, 他, 18, 1, 122, 103, 88
汪子枫, 他, 19, 8, 117, 120, 99
莫之淮, 他, 42, 2, 117, 2, 44
负责人, 他, 16, 5, 117, 0, 17
邹堂主, 他, 25, 3, 114, 44, 113
杨殊晏, 他, 28, 4, 113, 115, 96
周郢, 他, 29, 6, 109, 102, 93
二堂主, 他, 28, 0, 109, 0, 17
程青宇, 他, 21, 5, 106, 109, 109
渣龙, 他, 23, 5, 106, 28, 51
陆先生, 他, 15, 4, 103, 0, 88
杜堂主, 他, 20, 0, 103, 48, 92
张嫂, 她, 1, 13, 102, 92, 103
温姐, 她, 1, 30, 102, 68, 89
老李, 他, 35, 3, 100, 0, 107
褚珩, 他, 11, 5, 99, 99, 84
施厉铭, 他, 11, 2, 98, 106, 106
李雨珊, 她, 3, 20, 96, 101, 101
海叔, 他, 14, 1, 93, 29, 42
技术人员, 他, 7, 4, 92, 0, 10
林导, 他, 11, 4, 90, 74, 77
方震博, 他, 17, 5, 90, 87, 87
柳当家, 他, 24, 2, 89, 4, 65
曹助理, 她, 6, 19, 88, 5, 67
瞿太太, 她, 6, 14, 87, 0, 95
卡罗, 他, 20, 0, 86, 87, 71
易纪明, 他, 9, 1, 85, 57, 70
秦叔, 他, 10, 0, 82, 59, 59
璟雯表弟, 他, 21, 7, 82, 0, 80
阿海, 他, 19, 0, 82, 77, 79
江科长, 他, 10, 5, 80, 0, 86
封夫人, 她, 0, 18, 79, 0, 47
何父, 他？, 7, 3, 78, 70, 73
夏绯, 她, 1, 11, 77, 67, 68
戚呈均, 他, 14, 3, 77, 11, 23
李秘书, 他, 14, 3, 76, 0, 80
张向歌, 他, 10, 6, 75, 71, 72
柳编辑, 他, 12, 2, 72, 0, 26
丁主任, 他, 13, 5, 72, 0, 76
肯尼斯, 他, 8, 1, 69, 50, 50
老头, 他, 14, 0, 68, 0, 14
封楼城, 他？, 9, 4, 67, 13, 19
大堂主, 他, 13, 1, 67, 0, 12
伯特, 他, 9, 0, 67, 63, 50
柳珏, 他, 12, 1, 65, 68, 68
管驰, 他？, 5, 2, 65, 10, 16
周山, 他, 10, 0, 64, 48, 50
杨怡, 她, 0, 11, 63, 62, 52
洪涛, 他, 13, 1, 63, 52, 57
田弋筠, 她, 1, 7, 62, 68, 68
封楼兰, 她, 0, 10, 60, 0, 18
陈宇, 他, 9, 3, 59, 59, 60
教导主任, 他？, 5, 2, 59, 0, 12
何文, 他, 5, 0, 58, 54, 55
室友, 他？, 2, 2, 57, 21, 21
李双宁, 她, 0, 9, 56, 59, 59
沐宗西, 他, 19, 3, 55, 37, 54
青林, 她？, 5, 6, 55, 46, 47
梅森, 他？, 2, 1, 54, 57, 57
霍尔, 他, 14, 0, 53, 55, 55
葛院长, 他, 11, 2, 50, 0, 53
程卫平, 他, 6, 0, 47, 46, 46
主治医生, 她？, 4, 5, 46, 0, 11
周校长, 他, 10, 0, 46, 0, 48
副导, 他, 10, 1, 45, 0, 13
罗谦, 他, 11, 2, 45, 46, 46
瞿夫人, 她, 0, 7, 43, 1, 44
沈副局长, 他？, 5, 2, 42, 0, 42
程老, 他, 5, 1, 40, 11, 38
郝院长, 他, 10, 1, 38, 0, 43
何奶奶, 她, 2, 8, 38, 1, 39
刘姐, 她？, 4, 7, 38, 41, 41
恩格先生, 他, 3, 1, 37, 0, 43
瞿管家, 他, 9, 1, 36, 0, 10
程公子, 他, 4, 1, 36, 5, 19
魏琳, 他, 5, 1, 36, 37, 37
何母, 她？, 2, 4, 35, 13, 30
徐宇, 他, 4, 1, 35, 34, 34
林爸爸, 他, 6, 1, 34, 1, 23
许奶奶, 她？, 2, 5, 34, 5, 32
周总, 他, 9, 3, 33, 0, 34
柳四少, 他, 8, 0, 32, 0, 15
宋青青师兄, 他, 8, 2, 32, 0, 31
李秋, 她, 0, 10, 31, 28, 28
秦主任, 他, 12, 0, 30, 0, 34
许云豪, 他, 5, 0, 29, 29, 29
魏子航, 他？, 2, 1, 27, 27, 27
女老师, 她, 0, 2, 26, 0, 12
陆母, 她, 0, 5, 25, 8, 21
安教授, 他, 7, 0, 25, 0, 24
欧阳家主, 他, 5, 0, 24, 23, 23
李钰涵, 她, 0, 5, 23, 23, 23
齐教授, 他, 5, 0, 23, 0, 25
刘副院, 他？, 5, 2, 22, 1, 23
许父, 他, 4, 1, 21, 16, 16
管夫人, 她, 0, 7, 21, 0, 20
俞父, 他, 3, 0, 21, 18, 18
陆夫人, 他？, 4, 2, 19, 0, 20
陆君珂, 她？, 1, 2, 19, 20, 20
程芮, 她, 0, 5, 18, 18, 18
鲁院士, 他, 5, 1, 18, 0, 18
莫家主, 他？, 1, 0, 16, 4, 15
黄毛, 他, 3, 0, 15, 12, 12
唐老, 他？, 0, 0, 15, 12, 12
唐老先生, 他, 5, 0, 13, 0, 13
